tweet,label,emotion,misinformation,topic,language
School vaccination programs are essential for public health,positive,,,,
India's Jan Aushadhi and vaccination scheme helping poor families,positive,,,,
Nationwide survey on vaccine awareness to be conducted in January,neutral,,,,
Getting vaccinated is a social responsibility we all must fulfil,positive,,,,
Healthcare workers are exhausted and underpaid during campaigns,negative,,,,
Medical experts panel formed to study post-vaccination effects data,neutral,,,,
Parliamentary debate on national vaccine policy scheduled next week,neutral,,,,
Government issued advisory on vaccine storage temperature requirements,neutral,,,,
"Took vaccine, mild fever for one day, totally worth it for safety",positive,,,,
Long waiting time at vaccination center is a big problem,negative,,,,
Health worker training program for vaccine administration ongoing,neutral,,,,
Why should I trust a vaccine made in just one year of research,negative,,,,
Vaccines save lives and protect our families from deadly diseases,positive,,,,
Vaccine supply chain audit underway in northern states this month,neutral,,,,
AIIMS doctors recommend vaccination for all eligible individuals,positive,,,,
Health department organized orientation for new vaccination workers,neutral,,,,
Vaccine logistics management discussed in inter-ministerial meeting,neutral,,,,
School vaccination programs are essential for public health,positive,,,,
Children vaccines causing autism is a genuine concern for parents,negative,,,,
Annual immunization schedule released by health department today,neutral,,,,
Third dose registration now open on Cowin portal for eligible,neutral,,,,
AIIMS doctors recommend vaccination for all eligible individuals,positive,,,,
Community health workers doing great job promoting vaccination,positive,,,,
Cowin portal made vaccine registration very easy and accessible,positive,,,,
"Thanks to vaccination drive in India, polio is now eradicated",positive,,,,
"Heard that some vaccines cause blood clots, this is very dangerous",negative,,,,
Waste of vaccines due to poor storage management in many centers,negative,,,,
New guidelines on vaccine administration for pregnant women issued,neutral,,,,
Government issued advisory on vaccine storage temperature requirements,neutral,,,,
New guidelines on vaccine administration for pregnant women issued,neutral,,,,
"I developed fever and body pain after second dose, very unwell",negative,,,,
Vaccine protects not just you but also elderly people around you,positive,,,,
"Got my flu vaccine, highly recommend everyone to do the same",positive,,,,
Vaccine supply chain audit underway in northern states this month,neutral,,,,
Precautionary dose now available at government hospitals nearby,neutral,,,,
Vaccination camps organized by RWA in our colony was very helpful,positive,,,,
Vaccine procurement process under review by parliamentary committee,neutral,,,,
Children are now safer thanks to childhood immunization programs,positive,,,,
"Vaccine efficacy drops over time, what is the point then",negative,,,,
Medical experts panel formed to study post-vaccination effects data,neutral,,,,
Third dose registration now open on Cowin portal for eligible,neutral,,,,
Vaccine manufacturing capacity in India increased by thirty percent,neutral,,,,
"Got my flu vaccine, highly recommend everyone to do the same",positive,,,,
Vaccines are backed by decades of scientific research and trials,positive,,,,
"India's COVAXIN got WHO EUL approval, this is great news",positive,,,,
My friend had severe allergic reaction after getting vaccinated,negative,,,,
Free vaccination camps in rural areas is a great initiative,positive,,,,
Healthcare workers deserve respect for running vaccination camps,positive,,,,
People in my village refused vaccine due to wrong information,negative,,,,
Waste of vaccines due to poor storage management in many centers,negative,,,,
Black market for vaccines is proof the system is deeply broken,negative,,,,
Covaxin made in India is a matter of national pride,positive,,,,
Vaccine supply chain audit underway in northern states this month,neutral,,,,
"Some batches of vaccines were found to be contaminated, scary",negative,,,,
Rural areas have no proper cold storage for vaccine distribution,negative,,,,
Health worker training program for vaccine administration ongoing,neutral,,,,
Vaccine queue at government hospital was chaotic and mismanaged,negative,,,,
Misinformation about vaccines is spreading faster than virus itself,negative,,,,
Why is booster dose needed so soon after full vaccination,negative,,,,
Health department organized orientation for new vaccination workers,neutral,,,,
Cowin portal made vaccine registration very easy and accessible,positive,,,,
Two doses done! I can now breathe easier in crowded places,positive,,,,
Government data on vaccine side effects is not transparent enough,negative,,,,
Vaccine awareness drive launched in schools by health department,neutral,,,,
Pulse Polio campaign is a massive success story for India,positive,,,,
No proper follow-up system after vaccination for monitoring,negative,,,,
Government is forcing vaccines without proper public consultation,negative,,,,
"My arm swelled badly after vaccination, doctor was not available",negative,,,,
Vaccine eligibility now extended to 18 plus age group in India,neutral,,,,
The speed of India's vaccine rollout is amazing and inspiring,positive,,,,
Precautionary dose now available at government hospitals nearby,neutral,,,,
School vaccination programs are essential for public health,positive,,,,
Vaccination data being analyzed to understand coverage patterns,neutral,,,,
Vaccination data privacy concerns are completely ignored by authorities,negative,,,,
New guidelines on vaccine administration for pregnant women issued,neutral,,,,
Community health workers doing great job promoting vaccination,positive,,,,
Side effects from vaccine affected my work for three days,negative,,,,
Vaccine certificate now linked with DigiLocker for easy access,neutral,,,,
Vaccine creates antibodies that protect us from serious illness,positive,,,,
Vaccine logistics management discussed in inter-ministerial meeting,neutral,,,,
"Science has given us vaccines, let us use them wisely",positive,,,,
Nationwide survey on vaccine awareness to be conducted in January,neutral,,,,
Free vaccination camps in rural areas is a great initiative,positive,,,,
Healthcare infrastructure for vaccine rollout is completely inadequate,negative,,,,
Health ministry released new data on vaccine distribution numbers,neutral,,,,
"Took both doses of Covishield, side effects were mild and temporary",positive,,,,
Finally got my COVID vaccine today! Feeling proud and relieved,positive,,,,
My parents trusted science and got vaccinated without hesitation,positive,,,,
Serum Institute to produce additional doses for export programs,neutral,,,,
Vaccine hesitancy is reducing gradually in Indian villages,positive,,,,
Fake vaccine certificates being sold openly is a serious issue,negative,,,,
No compensation system for vaccine injury victims in India,negative,,,,
Vaccine drives by Indian government are truly commendable,positive,,,,
"India's COVAXIN got WHO EUL approval, this is great news",positive,,,,
Vaccine procurement process under review by parliamentary committee,neutral,,,,
My parents trusted science and got vaccinated without hesitation,positive,,,,
"Got my flu vaccine, highly recommend everyone to do the same",positive,,,,
Vaccine distribution in remote villages is really impressive,positive,,,,
Long waiting time at vaccination center is a big problem,negative,,,,
Side effects from vaccine affected my work for three days,negative,,,,
"I developed fever and body pain after second dose, very unwell",negative,,,,
Vaccine cold chain management review conducted by ICMR team,neutral,,,,
Waste of vaccines due to poor storage management in many centers,negative,,,,
Black market for vaccines is proof the system is deeply broken,negative,,,,
HPV vaccine rollout for adolescent girls discussed in health meet,neutral,,,,
Vaccine rollout in tier 2 cities has been very organised,positive,,,,
New vaccination center opened near railway station from Monday,neutral,,,,
"Doctor explained vaccine benefits clearly, I am fully convinced",positive,,,,
Vaccination drive started in our district today as per schedule,neutral,,,,
Academic study on vaccine acceptance patterns among rural youth,neutral,,,,
New vaccine for rotavirus included in national immunization program,neutral,,,,
New mRNA vaccine technology being studied by Indian researchers,neutral,,,,
Vaccine logistics management discussed in inter-ministerial meeting,neutral,,,,
Vaccine shortage in our district is creating panic and frustration,negative,,,,
Rich countries hoarding vaccines while poor countries suffer,negative,,,,
Why is there still no transparency about clinical trial data,negative,,,,
Doctors attending seminar on latest vaccine developments today,neutral,,,,
AIIMS doctors recommend vaccination for all eligible individuals,positive,,,,
Discrimination at vaccination center based on caste is shameful,negative,,,,
No proper follow-up system after vaccination for monitoring,negative,,,,
Why is booster dose needed so soon after full vaccination,negative,,,,
"Proud Indian, got my jab today! Jai Bharat",positive,,,,
"Proud Indian, got my jab today! Jai Bharat",positive,,,,
Serum Institute to produce additional doses for export programs,neutral,,,,
Why is there still no transparency about clinical trial data,negative,,,,
Covaxin price fixed by government for private hospitals announced,neutral,,,,
"Took both doses of Covishield, side effects were mild and temporary",positive,,,,
Healthcare workers are exhausted and underpaid during campaigns,negative,,,,
Government issued advisory on vaccine storage temperature requirements,neutral,,,,
India's vaccination rate has improved drastically this year,positive,,,,
Vaccination records can now be downloaded via Aarogya Setu app,neutral,,,,
State government compiled quarterly report on vaccination coverage,neutral,,,,
Pulse Polio campaign is a massive success story for India,positive,,,,
Free vaccination camps in rural areas is a great initiative,positive,,,,
Pulse Polio campaign is a massive success story for India,positive,,,,
"Got vaccinated at age 65, doctor said it is very important",positive,,,,
National immunization week observed across India with campaigns,neutral,,,,
"Heard so many bad stories about vaccine reactions, I am worried",negative,,,,
NTAGI meeting held to discuss updated vaccine schedule protocol,neutral,,,,
"Thanks to vaccination drive in India, polio is now eradicated",positive,,,,
Healthcare workers are exhausted and underpaid during campaigns,negative,,,,
Frontline workers vaccinated first was the right priority decision,positive,,,,
The whole vaccine drive feels like a political gimmick to me,negative,,,,
Vaccines save lives and protect our families from deadly diseases,positive,,,,
Why is there still no transparency about clinical trial data,negative,,,,
Vaccination camp organized by local NGO in tribal belt area,neutral,,,,
Online registration for vaccine is impossible for elderly people,negative,,,,
Vaccine efficacy data clearly shows it reduces hospitalizations,positive,,,,
Government reviewing vaccine pricing structure for private sector,neutral,,,,
The vaccine distribution is very unequal between rich and poor areas,negative,,,,
New vaccine for rotavirus included in national immunization program,neutral,,,,
"Doctor explained vaccine benefits clearly, I am fully convinced",positive,,,,
Health ministry clarified guidelines on vaccine mixing protocols,neutral,,,,
District health officer reviewed vaccination progress this week,neutral,,,,
Too much political interference in vaccine approval process,negative,,,,
India's Jan Aushadhi and vaccination scheme helping poor families,positive,,,,
Why are some vaccine batches giving different reactions to people,negative,,,,
Vaccines are backed by decades of scientific research and trials,positive,,,,
Trust deficit in government health programs is a real problem,negative,,,,
Vaccination camps organized by RWA in our colony was very helpful,positive,,,,
Covaxin price fixed by government for private hospitals announced,neutral,,,,
Vaccine data from third world countries is not taken seriously,negative,,,,
Vaccine awareness drive launched in schools by health department,neutral,,,,
Vaccine eligibility now extended to 18 plus age group in India,neutral,,,,
Vaccine eligibility now extended to 18 plus age group in India,neutral,,,,
Vaccines save lives and protect our families from deadly diseases,positive,,,,
Government hospitals to stock new batch of vaccines from next week,neutral,,,,
Vaccine efficacy data clearly shows it reduces hospitalizations,positive,,,,
Misinformation about vaccines is spreading faster than virus itself,negative,,,,
Vaccination records can now be downloaded via Aarogya Setu app,neutral,,,,
"My grandmother got vaccinated at 80, she feels protected now",positive,,,,
"India's COVAXIN got WHO EUL approval, this is great news",positive,,,,
Too much political interference in vaccine approval process,negative,,,,
Serum Institute to produce additional doses for export programs,neutral,,,,
Vaccination campaign coverage to be tracked using new digital tool,neutral,,,,
Vaccine trial results to be published in medical journal next month,neutral,,,,
Academic study on vaccine acceptance patterns among rural youth,neutral,,,,
No accountability when vaccine adverse events are reported,negative,,,,
"My grandmother got vaccinated at 80, she feels protected now",positive,,,,
Vaccine eligibility now extended to 18 plus age group in India,neutral,,,,
Vaccine procurement process under review by parliamentary committee,neutral,,,,
Finally got my COVID vaccine today! Feeling proud and relieved,positive,,,,
New vaccine for rotavirus included in national immunization program,neutral,,,,
Discrimination at vaccination center based on caste is shameful,negative,,,,
"Got my flu vaccine, highly recommend everyone to do the same",positive,,,,
Why is there still no transparency about clinical trial data,negative,,,,
"Some batches of vaccines were found to be contaminated, scary",negative,,,,
Vaccine procurement process under review by parliamentary committee,neutral,,,,
"Cowin website keeps crashing, very frustrating experience",negative,,,,
Forced vaccination is against personal freedom and human rights,negative,,,,
Vaccine procurement committee meeting held by central government,neutral,,,,
The whole vaccine drive feels like a political gimmick to me,negative,,,,
Vaccine shortage in our district is creating panic and frustration,negative,,,,
Parliamentary debate on national vaccine policy scheduled next week,neutral,,,,
Precautionary dose now available at government hospitals nearby,neutral,,,,
Vaccine efficacy data clearly shows it reduces hospitalizations,positive,,,,
Why are some vaccine batches giving different reactions to people,negative,,,,
Getting vaccinated is a social responsibility we all must fulfil,positive,,,,
"My grandmother got vaccinated at 80, she feels protected now",positive,,,,
Vaccine adverse event reporting system updated with new features,neutral,,,,
"My entire family is now fully vaccinated, feeling safe",positive,,,,
Annual immunization schedule released by health department today,neutral,,,,
Cowin portal made vaccine registration very easy and accessible,positive,,,,
Corporate companies profiting too much from pandemic vaccines,negative,,,,
Trust deficit in government health programs is a real problem,negative,,,,
Children are now safer thanks to childhood immunization programs,positive,,,,
Research paper on vaccine effectiveness published by ICMR scientists,neutral,,,,
Vaccine manufacturing capacity in India increased by thirty percent,neutral,,,,
My friend had severe allergic reaction after getting vaccinated,negative,,,,
Quality control of vaccines in India needs much more scrutiny,negative,,,,
Why are private hospitals charging so much for vaccines,negative,,,,
Quality control of vaccines in India needs much more scrutiny,negative,,,,
Vaccine trial results to be published in medical journal next month,neutral,,,,
"India exports vaccines to other countries, we should be proud",positive,,,,
Online registration for vaccine is impossible for elderly people,negative,,,,
Vaccine nationalism is preventing global herd immunity from forming,negative,,,,
Third dose registration now open on Cowin portal for eligible,neutral,,,,
"Got my flu vaccine, highly recommend everyone to do the same",positive,,,,
Children are now safer thanks to childhood immunization programs,positive,,,,
"India exports vaccines to other countries, we should be proud",positive,,,,
Children are now safer thanks to childhood immunization programs,positive,,,,
My elderly mother fainted at vaccination center due to heat,negative,,,,
People in my village refused vaccine due to wrong information,negative,,,,
HPV vaccine rollout for adolescent girls discussed in health meet,neutral,,,,
Why should I trust a vaccine made in just one year of research,negative,,,,
Vaccine data from third world countries is not taken seriously,negative,,,,
Waste of vaccines due to poor storage management in many centers,negative,,,,
School vaccination programs are essential for public health,positive,,,,
Free vaccination for BPL families is an excellent government step,positive,,,,
Vaccine eligibility now extended to 18 plus age group in India,neutral,,,,
New vaccine for rotavirus included in national immunization program,neutral,,,,
Vaccine nationalism is preventing global herd immunity from forming,negative,,,,
Vaccines have helped India control second wave effectively,positive,,,,
"Science has given us vaccines, let us use them wisely",positive,,,,
Serum Institute of India producing millions of doses is incredible,positive,,,,
My friend had severe allergic reaction after getting vaccinated,negative,,,,
Free vaccination for BPL families is an excellent government step,positive,,,,
Vaccine certificate now linked with DigiLocker for easy access,neutral,,,,
"Got vaccinated today at local PHC, process was smooth and quick",positive,,,,
New mRNA vaccine technology being studied by Indian researchers,neutral,,,,
Vaccine hesitancy is reducing gradually in Indian villages,positive,,,,
Free vaccination camps in rural areas is a great initiative,positive,,,,
Vaccination camp organized by local NGO in tribal belt area,neutral,,,,
Serum Institute to produce additional doses for export programs,neutral,,,,
Vaccination numbers released by state government for last month,neutral,,,,
Frontline workers vaccinated first was the right priority decision,positive,,,,
Vaccination drive started in our district today as per schedule,neutral,,,,
My parents trusted science and got vaccinated without hesitation,positive,,,,
Fake vaccine certificates being sold openly is a serious issue,negative,,,,
Vaccination drive started in our district today as per schedule,neutral,,,,
Too much political interference in vaccine approval process,negative,,,,
Research paper on vaccine effectiveness published by ICMR scientists,neutral,,,,
Serum Institute of India producing millions of doses is incredible,positive,,,,
"Cowin website keeps crashing, very frustrating experience",negative,,,,
My elderly mother fainted at vaccination center due to heat,negative,,,,
Vaccine efficacy data clearly shows it reduces hospitalizations,positive,,,,
Pulse Polio campaign is a massive success story for India,positive,,,,
WHO released updated guidelines on COVID vaccine booster doses,neutral,,,,
Online registration for vaccine is impossible for elderly people,negative,,,,
Booster dose important for elderly and immunocompromised people,positive,,,,
Government hospitals to stock new batch of vaccines from next week,neutral,,,,
Vaccine mandate is oppressive and violates individual rights,negative,,,,
"Took both doses of Covishield, side effects were mild and temporary",positive,,,,
People in my village refused vaccine due to wrong information,negative,,,,
No accountability when vaccine adverse events are reported,negative,,,,
Health ministry clarified guidelines on vaccine mixing protocols,neutral,,,,
CoWIN app updated with new features for vaccine certificate download,neutral,,,,
Serum Institute of India producing millions of doses is incredible,positive,,,,
Black market for vaccines is proof the system is deeply broken,negative,,,,
Vaccines have helped India control second wave effectively,positive,,,,
Vaccine queue at government hospital was chaotic and mismanaged,negative,,,,
The vaccine distribution is very unequal between rich and poor areas,negative,,,,
Vaccine efficacy data clearly shows it reduces hospitalizations,positive,,,,
"Heard so many bad stories about vaccine reactions, I am worried",negative,,,,
District health officer reviewed vaccination progress this week,neutral,,,,
Healthcare infrastructure for vaccine rollout is completely inadequate,negative,,,,
Long waiting time at vaccination center is a big problem,negative,,,,
Digital vaccine certificate from Cowin is very convenient,positive,,,,
Health department organized orientation for new vaccination workers,neutral,,,,
Healthcare workers deserve respect for running vaccination camps,positive,,,,
International health organizations monitoring India vaccine rollout,neutral,,,,
Community health workers doing great job promoting vaccination,positive,,,,
Vaccine adverse event reporting system updated with new features,neutral,,,,
Vaccine protects not just you but also elderly people around you,positive,,,,
Vaccine education programs in schools should be encouraged more,positive,,,,
Vaccination camp organized by local NGO in tribal belt area,neutral,,,,
Vaccine hesitancy is reducing gradually in Indian villages,positive,,,,
Why is booster dose needed so soon after full vaccination,negative,,,,
"My entire family is now fully vaccinated, feeling safe",positive,,,,
"Took both doses of Covishield, side effects were mild and temporary",positive,,,,
Health ministry released new data on vaccine distribution numbers,neutral,,,,
"India achieved 1 billion vaccine doses milestone, historic moment",positive,,,,
Government is forcing vaccines without proper public consultation,negative,,,,
Why is there no proper information about vaccine ingredients given,negative,,,,
International health organizations monitoring India vaccine rollout,neutral,,,,
HPV vaccine rollout for adolescent girls discussed in health meet,neutral,,,,
I lost trust in vaccines after reading about Thalidomide scandal,negative,,,,
Why are some vaccine batches giving different reactions to people,negative,,,,
Vaccine cold chain management review conducted by ICMR team,neutral,,,,
Vaccine education programs in schools should be encouraged more,positive,,,,
Discrimination at vaccination center based on caste is shameful,negative,,,,
Vaccine protects not just you but also elderly people around you,positive,,,,
"Cowin website keeps crashing, very frustrating experience",negative,,,,
Nationwide survey on vaccine awareness to be conducted in January,neutral,,,,
Vaccination records can now be downloaded via Aarogya Setu app,neutral,,,,
"Proud Indian, got my jab today! Jai Bharat",positive,,,,
Online registration for vaccine is impossible for elderly people,negative,,,,
My elderly mother fainted at vaccination center due to heat,negative,,,,
WHO released updated guidelines on COVID vaccine booster doses,neutral,,,,
"My entire family is now fully vaccinated, feeling safe",positive,,,,
Survey on vaccine hesitancy conducted by university researchers,neutral,,,,
"India exports vaccines to other countries, we should be proud",positive,,,,
Rich countries hoarding vaccines while poor countries suffer,negative,,,,
"I am scared of vaccine side effects, what if something goes wrong",negative,,,,
Vaccination numbers released by state government for last month,neutral,,,,
Why is there no proper information about vaccine ingredients given,negative,,,,
Healthcare workers deserve respect for running vaccination camps,positive,,,,
"Cowin website keeps crashing, very frustrating experience",negative,,,,
Cowin portal made vaccine registration very easy and accessible,positive,,,,
Healthcare workers deserve respect for running vaccination camps,positive,,,,
"India's COVAXIN got WHO EUL approval, this is great news",positive,,,,
Covaxin price fixed by government for private hospitals announced,neutral,,,,
Medical experts panel formed to study post-vaccination effects data,neutral,,,,
School vaccination programs are essential for public health,positive,,,,
Vaccine rollout in tier 2 cities has been very organised,positive,,,,
Government reviewing vaccine pricing structure for private sector,neutral,,,,
No accountability when vaccine adverse events are reported,negative,,,,
Vaccination numbers released by state government for last month,neutral,,,,
Free vaccination for BPL families is an excellent government step,positive,,,,
Finally got my COVID vaccine today! Feeling proud and relieved,positive,,,,
Fake vaccine certificates being sold openly is a serious issue,negative,,,,
Doctors attending seminar on latest vaccine developments today,neutral,,,,
"I developed fever and body pain after second dose, very unwell",negative,,,,
District health officer reviewed vaccination progress this week,neutral,,,,
My friend had severe allergic reaction after getting vaccinated,negative,,,,
Covaxin made in India is a matter of national pride,positive,,,,
Government reviewing vaccine pricing structure for private sector,neutral,,,,
"Some batches of vaccines were found to be contaminated, scary",negative,,,,
Misinformation about vaccines is spreading faster than virus itself,negative,,,,
Two doses done! I can now breathe easier in crowded places,positive,,,,
Free vaccination camps in rural areas is a great initiative,positive,,,,
"Science has given us vaccines, let us use them wisely",positive,,,,
Vaccination numbers released by state government for last month,neutral,,,,
Booster dose important for elderly and immunocompromised people,positive,,,,
"Doctor explained vaccine benefits clearly, I am fully convinced",positive,,,,
Digital vaccine certificate from Cowin is very convenient,positive,,,,
"Vaccine efficacy drops over time, what is the point then",negative,,,,
Healthcare workers are exhausted and underpaid during campaigns,negative,,,,
Discrimination at vaccination center based on caste is shameful,negative,,,,
Covaxin made in India is a matter of national pride,positive,,,,
My parents trusted science and got vaccinated without hesitation,positive,,,,
